gene_id	symbol_key	chrom	tss	strand	TATA	Inr	DPE	gc	cpg_oe	CpG_island	focused_TATA	broad_CpG_TATAless	coreprom_TATA	coreprom_Inr	coreprom_CpG_island	coreprom_focused_TATA_noCpG	coreprom_broad_CpG_TATAless
ARMCX3	ARMCX3	chrX	101623150	+	False	False	False	0.6432160804020101	0.600754716981132	False	False	False	False	False	False	False	False
NEURL4	NEURL4	chr17	7329334	-	False	False	False	0.7537688442211056	0.759265988372093	True	False	True	False	False	True	False	True
GIN1	GIN1	chr5	103120137	-	False	False	False	0.5326633165829145	0.9239285714285714	False	False	False	False	False	False	False	False
CCDC186	CCDC186	chr10	114174202	-	False	False	False	0.6482412060301508	0.8143957631198845	True	False	True	False	False	True	False	True
SHPRH	SHPRH	chr6	145964357	-	False	False	False	0.628140703517588	0.9170506912442397	True	False	True	False	False	True	False	True
DYNC2LI1	DYNC2LI1	chr2	43774038	+	False	False	False	0.6080402010050251	0.9476190476190476	True	False	True	False	False	True	False	True
ZNF655	ZNF655	chr7	99558641	+	False	False	False	0.7135678391959799	0.6336318407960199	False	False	False	False	False	False	False	False
ZNF282	ZNF282	chr7	149195545	+	False	False	False	0.6683417085427136	0.6360730593607306	False	False	False	False	False	False	False	False
SEC13	SEC13	chr3	10321111	-	False	False	False	0.7035175879396985	0.9409950657894737	True	False	True	False	False	True	False	True
RECQL5	RECQL5	chr17	75667153	-	False	False	False	0.5728643216080402	0.9190270935960592	True	False	True	False	False	True	False	True
NBR1	NBR1	chr17	43171213	+	False	False	False	0.5879396984924623	0.7764105642256903	True	False	True	False	False	True	False	True
LY6G5C	LY6G5C	chr6	31681066	-	False	False	False	0.4723618090452261	0.09111721611721611	False	False	False	False	False	False	False	False
PTGR1	PTGR1	chr9	111599646	-	False	False	False	0.6482412060301508	0.5163466528282304	False	False	False	False	False	False	False	False
SPAG5	SPAG5	chr17	28599024	-	False	False	False	0.6482412060301508	0.9154963680387409	True	False	True	False	False	True	False	True
CFAP418	CFAP418	chr8	95269200	-	False	False	False	0.6130653266331658	0.8162428219852338	True	False	True	False	False	True	False	True
RNF19A	RNF19A	chr8	100309952	-	False	False	False	0.7185929648241206	0.9346379647749511	True	False	True	False	False	True	False	True
SPG11	SPG11	chr15	44663661	-	False	False	False	0.6934673366834171	1.1055555555555556	True	False	True	False	False	True	False	True
LHFPL6	LHFPL6	chr13	39603192	-	False	False	False	0.7537688442211056	0.9400436046511628	True	False	True	False	False	True	False	True
IGFBP6	IGFBP6	chr12	53097666	+	False	False	False	0.6884422110552764	0.43073593073593075	False	False	False	False	False	False	False	False
B4GALT1	B4GALT1	chr9	33167335	-	False	False	False	0.7989949748743719	0.8492659610788665	True	False	True	False	False	True	False	True
EPG5	EPG5	chr18	45967328	-	False	False	False	0.6180904522613065	1.0191374663072776	True	False	True	False	False	True	False	True
CFB	CFB	chr6	31946094	+	True	False	False	0.5829145728643216	0.25611325611325614	False	True	False	True	False	False	True	False
ERMARD	ERMARD	chr6	169751621	+	False	False	False	0.7135678391959799	0.9629032258064516	True	False	True	False	False	True	False	True
CENPN	CENPN	chr16	81007213	+	False	False	False	0.6633165829145728	0.704840613931523	True	False	True	False	False	True	False	True
G2E3	G2E3	chr14	30559157	+	False	False	False	0.678391959798995	0.9634683098591549	True	False	True	False	False	True	False	True
AGK	AGK	chr7	141551409	+	False	False	False	0.7437185929648241	1.0293103448275862	True	False	True	False	False	True	False	True
RPP40	RPP40	chr6	5004036	-	False	False	False	0.7336683417085427	0.8342225609756098	True	False	True	False	False	True	False	True
METTL1	METTL1	chr12	57772104	-	False	False	False	0.6180904522613065	0.8423280423280424	True	False	True	False	False	True	False	True
SSNA1	SSNA1	chr9	137188675	+	False	False	False	0.7085427135678392	1.2188648427929767	True	False	True	False	False	True	False	True
NABP2	NABP2	chr12	56224341	+	False	False	False	0.7437185929648241	0.8089430894308943	True	False	True	False	False	True	False	True
NAA30	NAA30	chr14	57390585	+	False	False	False	0.6884422110552764	0.8291666666666667	True	False	True	False	False	True	False	True
CAMTA1	CAMTA1	chr1	6785453	+	False	False	False	0.8040201005025126	1.2301818181818183	True	False	True	False	False	True	False	True
TMEM129	TMEM129	chr4	1721322	-	False	False	False	0.6984924623115578	0.7896825396825397	True	False	True	False	False	True	False	True
TMEM237	TMEM237	chr2	201643502	-	False	False	False	0.7638190954773869	0.7958615892888193	True	False	True	False	False	True	False	True
MREG	MREG	chr2	216013550	-	False	False	False	0.6633165829145728	1.1421028466483012	True	False	True	False	False	True	False	True
SPTY2D1	SPTY2D1	chr11	18634341	-	False	False	False	0.6633165829145728	0.6697115384615384	True	False	True	False	False	True	False	True
BOD1L1	BOD1L1	chr4	13627724	-	False	True	False	0.6381909547738693	1.078173374613003	True	False	True	False	True	True	False	True
RPE	RPE	chr2	210002637	+	False	False	False	0.6331658291457286	0.8601576404780066	True	False	True	False	False	True	False	True
RPUSD2	RPUSD2	chr15	40569298	+	False	False	False	0.6080402010050251	0.8713738368910783	True	False	True	False	False	True	False	True
MRPL14	MRPL14	chr6	44127451	-	False	False	False	0.7989949748743719	0.9715488215488215	True	False	True	False	False	True	False	True
CREBL2	CREBL2	chr12	12611875	+	False	False	False	0.6482412060301508	0.8698397280233123	True	False	True	False	False	True	False	True
HPS4	HPS4	chr22	26483782	-	False	False	False	0.7085427135678392	0.9648484848484848	True	False	True	False	False	True	False	True
SNRPN	SNRPN	chr15	24954986	+	False	False	False	0.6884422110552764	0.9212962962962963	True	False	True	False	False	True	False	True
HCFC1	HCFC1	chrX	153971817	-	False	False	False	0.6532663316582915	0.9422348484848485	True	False	True	False	False	True	False	True
ZNF775	ZNF775	chr7	150379329	+	False	False	False	0.6884422110552764	0.6438740293356342	False	False	False	False	False	False	False	False
ORMDL1	ORMDL1	chr2	189784338	-	False	False	False	0.7286432160804021	1.0485948477751756	True	False	True	False	False	True	False	True
HDGF	HDGF	chr1	156751674	-	False	False	False	0.7135678391959799	0.9981191222570532	True	False	True	False	False	True	False	True
RPL13A	RPL13A	chr19	49487607	+	False	False	False	0.6381909547738693	0.9424227318045862	True	False	True	False	False	True	False	True
CUTA	CUTA	chr6	33418106	-	False	False	False	0.5778894472361809	0.6706495098039216	True	False	True	False	False	True	False	True
IFT43	IFT43	chr14	75985762	+	False	False	False	0.6030150753768844	0.8120081608860391	True	False	True	False	False	True	False	True
ZNF530	ZNF530	chr19	57599884	+	False	False	False	0.6130653266331658	0.704520697167756	True	False	True	False	False	True	False	True
EIF2B4	EIF2B4	chr2	27370337	-	False	False	False	0.7236180904522613	0.9040094805451313	True	False	True	False	False	True	False	True
SCLY	SCLY	chr2	238061000	+	False	False	False	0.7788944723618091	0.9054600606673407	True	False	True	False	False	True	False	True
EME1	EME1	chr17	50373228	+	False	False	False	0.6080402010050251	0.8713738368910783	True	False	True	False	False	True	False	True
VMP1	VMP1	chr17	59707653	+	False	False	False	0.6532663316582915	0.9024943310657596	True	False	True	False	False	True	False	True
MTFR1	MTFR1	chr8	65644733	+	False	False	False	0.6381909547738693	0.688031914893617	True	False	True	False	False	True	False	True
RRM1	RRM1	chr11	4094798	+	False	False	False	0.6180904522613065	0.9997355896351137	True	False	True	False	False	True	False	True
IPPK	IPPK	chr9	92670130	-	False	False	False	0.7437185929648241	1.056959706959707	True	False	True	False	False	True	False	True
PRKAB1	PRKAB1	chr12	119668132	+	False	False	False	0.6934673366834171	0.754899894625922	True	False	True	False	False	True	False	True
SNRNP35	SNRNP35	chr12	123458138	+	False	False	False	0.5628140703517588	1.0422258592471358	True	False	True	False	False	True	False	True
RPL27A	RPL27A	chr11	8682791	+	False	False	False	0.6231155778894473	0.7865612648221344	True	False	True	False	False	True	False	True
GTF2A1	GTF2A1	chr14	81220958	-	False	False	False	0.7437185929648241	0.9927937915742794	True	False	True	False	False	True	False	True
ZNF84	ZNF84	chr12	133037508	+	False	False	False	0.7487437185929648	1.2991551459293396	True	False	True	False	False	True	False	True
RAB14	RAB14	chr9	121201868	-	False	False	False	0.6582914572864321	0.7474178403755869	True	False	True	False	False	True	False	True
CCDC62	CCDC62	chr12	122774571	+	False	False	False	0.8090452261306532	0.9342723004694836	True	False	True	False	False	True	False	True
DUSP4	DUSP4	chr8	29350683	-	False	False	False	0.678391959798995	0.9099222679469593	True	False	True	False	False	True	False	True
FUT8	FUT8	chr14	65412729	+	False	False	False	0.7487437185929648	1.1515370705244123	True	False	True	False	False	True	False	True
RPL35	RPL35	chr9	124861956	-	False	False	False	0.7336683417085427	0.9479801829268293	True	False	True	False	False	True	False	True
LUZP1	LUZP1	chr1	23168855	-	False	False	False	0.6834170854271356	0.8614718614718615	True	False	True	False	False	True	False	True
ARRDC2	ARRDC2	chr19	18008169	+	True	False	False	0.6733668341708543	1.2012072434607646	True	False	False	True	False	True	False	False
AASDHPPT	AASDHPPT	chr11	106077661	+	False	False	False	0.6834170854271356	0.9328125	True	False	True	False	False	True	False	True
SAPCD2	SAPCD2	chr9	137070556	-	False	False	False	0.6984924623115578	1.003783102143758	True	False	True	False	False	True	False	True
RPLP0	RPLP0	chr12	120201110	-	True	False	False	0.6180904522613065	1.0976282404853834	True	False	False	True	False	True	False	False
MANBA	MANBA	chr4	102760967	-	False	False	False	0.6984924623115578	0.8274428274428275	True	False	True	False	False	True	False	True
PRICKLE3	PRICKLE3	chrX	49186372	-	False	False	False	0.7336683417085427	0.9725563909774436	True	False	True	False	False	True	False	True
CEP15	CEP15	chr3	62319021	+	False	False	False	0.6834170854271356	1.0074840413823465	True	False	True	False	False	True	False	True
RPL24	RPL24	chr3	101686717	-	False	False	False	0.542713567839196	0.7635158702476457	False	False	False	False	False	False	False	False
FKBP8	FKBP8	chr19	18543572	-	False	False	False	0.7688442211055276	0.8306715063520871	True	False	True	False	False	True	False	True
MFSD13A	MFSD13A	chr10	102461394	+	False	False	False	0.7487437185929648	0.9267883755588674	True	False	True	False	False	True	False	True
KAT6B	KAT6B	chr10	74826599	+	False	False	False	0.6080402010050251	0.8918767507002802	True	False	True	False	False	True	False	True
TXNDC11	TXNDC11	chr16	11742856	-	False	False	False	0.7889447236180904	1.1191944847605224	True	False	True	False	False	True	False	True
SNX11	SNX11	chr17	48107765	+	False	False	False	0.7185929648241206	0.7867249271743654	True	False	True	False	False	True	False	True
ZRANB2	ZRANB2	chr1	71081034	-	False	False	False	0.5577889447236181	0.715359477124183	True	False	True	False	False	True	False	True
ATF6B	ATF6B	chr6	32128245	-	False	False	False	0.592964824120603	0.6514880952380953	True	False	True	False	False	True	False	True
DHRS4L2	DHRS4L2	chr14	23988928	+	False	False	False	0.678391959798995	0.4810989010989011	False	False	False	False	False	False	False	False
PAIP2	PAIP2	chr5	139341853	+	False	False	False	0.6683417085427136	1.206060606060606	True	False	True	False	False	True	False	True
IDH3A	IDH3A	chr15	78149361	+	False	False	False	0.7336683417085427	0.9535416666666666	True	False	True	False	False	True	False	True
OSGEP	OSGEP	chr14	20454811	-	False	False	False	0.6532663316582915	0.6136148007590133	False	False	False	False	False	False	False	False
TRAF6	TRAF6	chr11	36510271	-	False	False	False	0.7085427135678392	0.7236363636363636	True	False	True	False	False	True	False	True
FAM43A	FAM43A	chr3	194685882	+	False	False	False	0.6733668341708543	0.9754901960784313	True	False	True	False	False	True	False	True
DSCC1	DSCC1	chr8	119855893	-	False	False	False	0.7185929648241206	1.0389558232931726	True	False	True	False	False	True	False	True
ATP5PD	ATP5PD	chr17	75046968	-	False	False	False	0.6180904522613065	0.4222811671087533	False	False	False	False	False	False	False	False
THAP11	THAP11	chr16	67842319	+	False	False	False	0.7638190954773869	0.9754901960784313	True	False	True	False	False	True	False	True
LTB	LTB	chr6	31582423	-	False	True	False	0.6633165829145728	0.09707317073170732	False	False	False	False	True	False	False	False
FABP5	FABP5	chr8	81280535	+	False	False	False	0.7437185929648241	0.9192535107169254	True	False	True	False	False	True	False	True
MORC3	MORC3	chr21	36320196	+	False	False	False	0.6834170854271356	0.7746539792387543	True	False	True	False	False	True	False	True
ACLY	ACLY	chr17	41918950	-	False	False	False	0.6884422110552764	1.0727762803234502	True	False	True	False	False	True	False	True
LSM7	LSM7	chr19	2328585	-	False	False	False	0.7236180904522613	1.0919067215363512	True	False	True	False	False	True	False	True
CCNF	CCNF	chr16	2429446	+	False	False	False	0.7788944723618091	1.1171929824561404	True	False	True	False	False	True	False	True
GABPA	GABPA	chr21	25734971	+	False	False	False	0.6482412060301508	0.9212962962962963	True	False	True	False	False	True	False	True
PHF3	PHF3	chr6	63635801	+	False	False	False	0.7788944723618091	1.130304042766455	True	False	True	False	False	True	False	True
AK8	AK8	chr9	132878283	-	False	False	False	0.7085427135678392	1.1238402581686164	True	False	True	False	False	True	False	True
ATP5MF	ATP5MF	chr7	99466166	-	False	False	False	0.6381909547738693	0.5925558312655087	False	False	False	False	False	False	False	False
MRPL34	MRPL34	chr19	17305871	+	False	False	False	0.5979899497487438	0.6757215619694398	True	False	True	False	False	True	False	True
LZTS2	LZTS2	chr10	100999807	+	False	False	False	0.8793969849246231	0.8520203371688521	True	False	True	False	False	True	False	True
BIVM	BIVM	chr13	102799118	+	False	False	False	0.6030150753768844	0.9952764656849125	True	False	True	False	False	True	False	True
RBM6	RBM6	chr3	49940149	+	False	False	False	0.7185929648241206	0.9523512276321265	True	False	True	False	False	True	False	True
H2AC16	H2AC16	chr6	27865316	+	False	False	False	0.4824120603015075	0.9517391304347826	False	False	False	False	False	False	False	False
POMGNT2	POMGNT2	chr3	43106078	-	False	False	False	0.7386934673366834	1.0683080340614588	True	False	True	False	False	True	False	True
TCEA1	TCEA1	chr8	54022447	-	False	False	False	0.6934673366834171	0.8794191919191919	True	False	True	False	False	True	False	True
NEIL3	NEIL3	chr4	177309873	+	False	False	False	0.6532663316582915	0.8163610038610039	True	False	True	False	False	True	False	True
ARFIP1	ARFIP1	chr4	152779953	+	False	False	True	0.6381909547738693	0.8077118214104515	True	False	True	False	False	True	False	True
ZNF606	ZNF606	chr19	58002819	-	False	False	False	0.7437185929648241	0.8779411764705882	True	False	True	False	False	True	False	True
TICRR	TICRR	chr15	89575468	+	False	False	False	0.5829145728643216	0.6003016591251885	False	False	False	False	False	False	False	False
GCAT	GCAT	chr22	37807933	+	False	False	False	0.7437185929648241	0.9491836360300863	True	False	True	False	False	True	False	True
SLC25A19	SLC25A19	chr17	75289432	-	False	False	False	0.6381909547738693	0.8928215353938186	True	False	True	False	False	True	False	True
TBX6	TBX6	chr16	30091923	-	False	False	False	0.6683417085427136	0.9945479327578374	True	False	True	False	False	True	False	True
KAT2A	KAT2A	chr17	42121366	-	False	False	False	0.7085427135678392	0.8027430415490117	True	False	True	False	False	True	False	True
HARS2	HARS2	chr5	140691454	+	False	False	False	0.5979899497487438	0.899943470887507	True	False	True	False	False	True	False	True
DCAF7	DCAF7	chr17	63550476	+	False	False	False	0.6683417085427136	1.1812785388127853	True	False	True	False	False	True	False	True
TMEM126B	TMEM126B	chr11	85628592	+	False	False	False	0.6331658291457286	0.6172137503230809	False	False	False	False	False	False	False	False
ZC2HC1A	ZC2HC1A	chr8	78666088	+	False	False	False	0.6934673366834171	0.8521523551949516	True	False	True	False	False	True	False	True
PHLDA3	PHLDA3	chr1	201469187	-	False	False	False	0.7788944723618091	0.8926846100759144	True	False	True	False	False	True	False	True
RALBP1	RALBP1	chr18	9475512	+	False	False	False	0.7185929648241206	0.9337005303957568	True	False	True	False	False	True	False	True
CMTR1	CMTR1	chr6	37433220	+	False	False	False	0.7386934673366834	0.94834159359512	True	False	True	False	False	True	False	True
SHROOM1	SHROOM1	chr5	132830646	-	False	False	False	0.7939698492462312	0.9504281949934124	True	False	True	False	False	True	False	True
RHBDD1	RHBDD1	chr2	226836053	+	False	False	False	0.6934673366834171	1.21622760800843	True	False	True	False	False	True	False	True
ADO	ADO	chr10	62804719	+	False	False	False	0.6180904522613065	1.0013241525423728	True	False	True	False	False	True	False	True
ELOA	ELOA	chr1	23743470	+	False	False	False	0.7487437185929648	1.0477487291212781	True	False	True	False	False	True	False	True
GPR89B	GPR89B	chr1	147928419	+	False	False	False	0.7135678391959799	0.6095568715540126	False	False	False	False	False	False	False	False
ZDHHC14	ZDHHC14	chr6	157381189	+	False	False	False	0.7638190954773869	0.9013937282229966	True	False	True	False	False	True	False	True
LPCAT3	LPCAT3	chr12	7018475	-	False	False	False	0.7336683417085427	0.9689592209373098	True	False	True	False	False	True	False	True
WBP2	WBP2	chr17	75855334	-	False	False	False	0.5829145728643216	0.9204440333024977	True	False	True	False	False	True	False	True
NQO1	NQO1	chr16	69726559	-	True	False	False	0.6381909547738693	0.7067478437341451	True	False	False	True	False	True	False	False
EMC8	EMC8	chr16	85799543	-	False	False	False	0.6984924623115578	1.101319710515113	True	False	True	False	False	True	False	True
RPS27A	RPS27A	chr2	55232687	+	False	False	False	0.6231155778894473	0.7783572359843546	True	False	True	False	False	True	False	True
NDUFAF8	NDUFAF8	chr17	81239317	+	False	False	False	0.6331658291457286	0.9308731808731808	True	False	True	False	False	True	False	True
PDHA1	PDHA1	chrX	19343926	+	False	False	False	0.7085427135678392	0.9265182186234818	True	False	True	False	False	True	False	True
CYB5RL	CYB5RL	chr1	54200029	-	False	False	False	0.542713567839196	0.5461406518010291	False	False	False	False	False	False	False	False
ECHS1	ECHS1	chr10	133373353	-	False	False	False	0.7587939698492462	0.8758802816901409	True	False	True	False	False	True	False	True
CENPM	CENPM	chr22	41947151	-	False	False	False	0.6432160804020101	0.8764374847076095	True	False	True	False	False	True	False	True
NCAPD3	NCAPD3	chr11	134223966	-	False	False	False	0.6482412060301508	1.1260288065843622	True	False	True	False	False	True	False	True
EIF2S1	EIF2S1	chr14	67360327	+	False	False	False	0.5829145728643216	1.014335775724753	True	False	True	False	False	True	False	True
KLHL9	KLHL9	chr9	21335403	-	False	False	False	0.6884422110552764	0.55995670995671	False	False	False	False	False	False	False	False
MAD1L1	MAD1L1	chr7	2232944	-	False	False	False	0.7236180904522613	1.269790628115653	True	False	True	False	False	True	False	True
VARS2	VARS2	chr6	30914237	+	False	False	False	0.7336683417085427	0.8229323308270676	True	False	True	False	False	True	False	True
ARHGEF3	ARHGEF3	chr3	56801948	-	False	False	False	0.7487437185929648	0.8309731299927379	True	False	True	False	False	True	False	True
IRAK4	IRAK4	chr12	43758950	+	False	False	True	0.6582914572864321	0.8817630597014925	True	False	True	False	False	True	False	True
ACAT1	ACAT1	chr11	108121566	+	False	False	False	0.7236180904522613	0.8486140724946695	True	False	True	False	False	True	False	True
CCNL2	CCNL2	chr1	1399334	-	False	False	False	0.7839195979899497	1.1401041666666667	True	False	True	False	False	True	False	True
CKS1B	CKS1B	chr1	154974680	+	False	False	False	0.5678391959798995	1.1460027100271002	True	False	True	False	False	True	False	True
EIF4A2	EIF4A2	chr3	186783576	+	True	False	False	0.542713567839196	1.2634920634920634	False	True	False	True	False	False	True	False
GGA2	GGA2	chr16	23510493	-	False	False	False	0.7487437185929648	0.984065934065934	True	False	True	False	False	True	False	True
ST3GAL4	ST3GAL4	chr11	126355685	+	False	False	False	0.7989949748743719	0.9362426995457496	True	False	True	False	False	True	False	True
BZW1	BZW1	chr2	200811909	+	False	False	False	0.6482412060301508	1.0094202898550724	True	False	True	False	False	True	False	True
HTT	HTT	chr4	3074680	+	False	False	False	0.7386934673366834	0.9209552017771195	True	False	True	False	False	True	False	True
ARID3A	ARID3A	chr19	926034	+	False	False	False	0.7839195979899497	1.050316678395496	True	False	True	False	False	True	False	True
UQCC4	UQCC4	chr16	1420746	-	False	False	False	0.6532663316582915	1.1095757575757577	True	False	True	False	False	True	False	True
CEP85L	CEP85L	chr6	118651590	-	False	False	False	0.7688442211055276	0.9270186335403726	True	False	True	False	False	True	False	True
N4BP3	N4BP3	chr5	178113531	+	False	False	False	0.7939698492462312	0.9567307692307693	True	False	True	False	False	True	False	True
MRPL41	MRPL41	chr9	137551878	+	False	False	False	0.7487437185929648	1.0398198198198199	True	False	True	False	False	True	False	True
EDF1	EDF1	chr9	136866307	-	False	False	False	0.7336683417085427	1.0099624060150376	True	False	True	False	False	True	False	True
MED11	MED11	chr17	4731427	+	False	False	False	0.5829145728643216	1.0083457526080477	True	False	True	False	False	True	False	True
SNAP29	SNAP29	chr22	20859006	+	False	False	False	0.7788944723618091	1.1036974789915965	True	False	True	False	False	True	False	True
C12orf57	C12ORF57	chr12	6944021	+	False	False	True	0.5376884422110553	0.8559139784946237	False	False	False	False	False	False	False	False
EID2B	EID2B	chr19	39532851	-	False	False	False	0.6030150753768844	1.0514460511679644	True	False	True	False	False	True	False	True
ZDHHC7	ZDHHC7	chr16	85011534	-	False	True	False	0.7236180904522613	0.9433142405688327	True	False	True	False	True	True	False	True
KANSL2	KANSL2	chr12	48682237	-	False	False	False	0.6331658291457286	0.9308731808731808	True	False	True	False	False	True	False	True
KHDRBS1	KHDRBS1	chr1	32013867	+	False	False	False	0.7286432160804021	1.144994246260069	True	False	True	False	False	True	False	True
BLM	BLM	chr15	90717345	+	False	False	False	0.6683417085427136	0.9329582747304266	True	False	True	False	False	True	False	True
DDIT4	DDIT4	chr10	72273923	+	False	False	False	0.6884422110552764	0.8383592017738359	True	False	True	False	False	True	False	True
FFAR3	FFAR3	chr19	35358459	+	False	False	False	0.5628140703517588	0.39083469721767594	False	False	False	False	False	False	False	False
HAUS2	HAUS2	chr15	42548837	+	False	False	False	0.7236180904522613	1.115169082125604	True	False	True	False	False	True	False	True
CKAP5	CKAP5	chr11	46846279	-	False	False	False	0.6432160804020101	0.8822660098522167	True	False	True	False	False	True	False	True
CHD4	CHD4	chr12	6607378	-	False	False	False	0.7185929648241206	0.9337005303957568	True	False	True	False	False	True	False	True
RWDD1	RWDD1	chr6	116571503	+	False	False	False	0.7185929648241206	0.8206991358994501	True	False	True	False	False	True	False	True
SH2D3A	SH2D3A	chr19	6767434	-	False	False	False	0.6834170854271356	0.4100274725274725	False	False	False	False	False	False	False	False
HMGA1	HMGA1	chr6	34236872	+	False	False	False	0.678391959798995	0.7896825396825397	True	False	True	False	False	True	False	True
COPG2	COPG2	chr7	130668747	-	False	False	False	0.7236180904522613	1.0265873015873015	True	False	True	False	False	True	False	True
WBP4	WBP4	chr13	41061508	+	False	False	False	0.6381909547738693	0.8997340425531914	True	False	True	False	False	True	False	True
PGLS	PGLS	chr19	17511648	+	False	False	False	0.6884422110552764	0.9872735116479724	True	False	True	False	False	True	False	True
ZBED2	ZBED2	chr3	111595345	-	False	True	False	0.5276381909547738	0.1482861400894188	False	False	False	False	True	False	False	False
GRWD1	GRWD1	chr19	48445982	+	False	False	False	0.6231155778894473	1.2163167685357428	True	False	True	False	False	True	False	True
ALKBH1	ALKBH1	chr14	77708022	-	False	False	False	0.6080402010050251	1.045052515201769	True	False	True	False	False	True	False	True
ELMO2	ELMO2	chr20	46406614	-	False	False	False	0.7085427135678392	0.830989010989011	True	False	True	False	False	True	False	True
KIF1B	KIF1B	chr1	10210569	+	False	False	False	0.7939698492462312	1.1224818694601129	True	False	True	False	False	True	False	True
ZMIZ1	ZMIZ1	chr10	79068965	+	False	False	False	0.6231155778894473	1.1436781609195403	True	False	True	False	False	True	False	True
WDFY1	WDFY1	chr2	223945334	-	False	False	False	0.7638190954773869	0.9303896103896104	True	False	True	False	False	True	False	True
SERPINB9	SERPINB9	chr6	2903308	-	True	False	False	0.7487437185929648	1.0094202898550724	True	False	False	True	False	True	False	False
PAIP1	PAIP1	chr5	43557076	-	False	False	False	0.7939698492462312	0.9397492265103403	True	False	True	False	False	True	False	True
PBX4	PBX4	chr19	19618686	-	False	False	False	0.7788944723618091	1.0274816788807462	True	False	True	False	False	True	False	True
DIMT1	DIMT1	chr5	62403904	-	False	False	False	0.6633165829145728	0.6852617079889807	True	False	True	False	False	True	False	True
THOC3	THOC3	chr5	175968314	-	False	False	False	0.628140703517588	1.0545839957604664	True	False	True	False	False	True	False	True
ATP5MK	ATP5MK	chr10	103396474	-	False	False	False	0.628140703517588	1.015882019285309	True	False	True	False	False	True	False	True
FRAT2	FRAT2	chr10	97334728	-	False	False	False	0.7437185929648241	1.0734747023809523	True	False	True	False	False	True	False	True
DCAKD	DCAKD	chr17	45051631	-	False	False	False	0.7738693467336684	0.9500426257459506	True	False	True	False	False	True	False	True
DGCR6L	DGCR6L	chr22	20320059	-	False	False	False	0.7638190954773869	1.2257246376811595	True	False	True	False	False	True	False	True
TAOK2	TAOK2	chr16	29973867	+	False	False	False	0.7035175879396985	0.7531539108494533	True	False	True	False	False	True	False	True
PHC3	PHC3	chr3	170181732	-	False	False	False	0.6633165829145728	0.8504273504273504	True	False	True	False	False	True	False	True
